author,location,content,properties
"{""properties"":{""friends"":119,""verified"":false,""status_count"":4415}}","{""longitude"":-6.81351,""country"":""GB"",""latitude"":54.675050861728614}","{""body"":""@FootySuperTips and we're off, cheers""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":247,""verified"":false,""status_count"":491}}","{""longitude"":-2.8563455,""country"":""GB"",""latitude"":54.04781511003401}","{""body"":""Craving an ice lolly at 1am""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":0,""verified"":false,""status_count"":1702464}}","{""longitude"":-2.330673,""country"":""GB"",""latitude"":51.380442}","{""body"":""Bills by LunchMoney Lewis is #nowplaying in Parade Bar, Bath.  Download it now at https://t.co/8KwmvgovN2""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":800,""verified"":false,""status_count"":4227}}","{""longitude"":-2.9154269999999998,""country"":""GB"",""latitude"":53.419914903420405}","{""body"":""@aawestby 👀👀👀""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":896,""verified"":false,""status_count"":12961}}","{""longitude"":-2.9154269999999998,""country"":""GB"",""latitude"":53.419914903420405}","{""body"":""Why dont @DerbysPolice advertise poppin' house parties  https://t.co/A5gzIZ7aOZ""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":657,""verified"":false,""status_count"":40549}}","{""longitude"":-4.069734,""country"":""GB"",""latitude"":52.410568525655044}","{""body"":""@LibbyLumos is the cover Bodies?\nIf it isn't, fuck u""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2232,""verified"":false,""status_count"":34018}}","{""longitude"":-1.8900305,""country"":""GB"",""latitude"":53.72958161796917}","{""body"":""Last night in my Leeds house. chapter. Another bunch of crazy stories to tell. Another Amazon address i'll accidentally send mail to.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":195,""verified"":false,""status_count"":2745}}","{""longitude"":0.026298999999999996,""country"":""GB"",""latitude"":51.394368557245095}","{""body"":""@SoccerSix #SoccerSixNashGrier 🙏🏼🙏🏼🙏🏼🙋🏼🙋🏼🙋🏼🙋🏼🙋🏼🙋🏼🙋🏼🙏🏼🙏🏼🙏🏼🙋🏼🙋🏼😰😰😰💔💔💔💔💔""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1087,""verified"":false,""status_count"":14316}}","{""longitude"":-1.13067,""country"":""GB"",""latitude"":52.626293532909706}","{""body"":""@caseyglassxx @charlieruthhx @soph__findlay bastards https://t.co/5gD3cDQJAd""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":270,""verified"":false,""status_count"":1006}}","{""longitude"":-0.6735285,""country"":""GB"",""latitude"":51.348979539466974}","{""body"":""My sleeping pattern is so fucked""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":396,""verified"":false,""status_count"":20869}}","{""longitude"":-2.1270404999999997,""country"":""GB"",""latitude"":57.1605717487859}","{""body"":""If someone could invent a way for me to do my makeup at night n it be the same when I wake up for work in the morning that'd be sweet thanks""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":652,""verified"":false,""status_count"":940}}","{""longitude"":-2.7751315,""country"":""GB"",""latitude"":54.07111124598568}","{""body"":""'FICTION' LIVE ON @clash_music NOW! https://t.co/GdELVdM8Vq https://t.co/M99saFPeaI""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":339,""verified"":false,""status_count"":58510}}","{""longitude"":-0.5701174999999999,""country"":""GB"",""latitude"":51.23643089192935}","{""body"":""YASSSSSS SLAY SCIENTISTS #DREAMCOMETRUE https://t.co/1pc9IyV7oO""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":612,""verified"":false,""status_count"":25266}}","{""longitude"":0.061120999999999995,""country"":""GB"",""latitude"":51.64090092075878}","{""body"":""@sirajsol . Am challenging humanity . https://t.co/FmuzZaNKdo""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":817,""verified"":false,""status_count"":103020}}","{""longitude"":0.0149895,""country"":""GB"",""latitude"":51.47151451957592}","{""body"":""This honestly really works. Obviously it doesn't get rid of the problem, but it helps break the endless negative cycle of countless""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":243,""verified"":false,""status_count"":4627}}","{""longitude"":-0.19095149999999997,""country"":""GB"",""latitude"":51.90230713909839}","{""body"":""@ruth_clark Get in line... #TheArchers""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":270,""verified"":false,""status_count"":1121}}","{""longitude"":-0.07060350000000003,""country"":""GB"",""latitude"":51.46469310439313}","{""body"":""@Avarpogrom""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":250,""verified"":false,""status_count"":1697}}","{""longitude"":-4.2219125,""country"":""GB"",""latitude"":57.47197179293184}","{""body"":""@RabonaNutmeg Enjoy""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":48,""verified"":false,""status_count"":163}}","{""longitude"":-4.250578,""country"":""GB"",""latitude"":55.825407}","{""body"":""Great night with Bruce and the E Street Band once again! https://t.co/ByS7fA95Jo""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":900,""verified"":false,""status_count"":18937}}","{""longitude"":-2.7751315,""country"":""GB"",""latitude"":54.07111124598568}","{""body"":""@TheDoc82 nice one sounds good, just been discussing stuff with a mate now back at home :)""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":62,""verified"":false,""status_count"":22517}}","{""longitude"":-2.278143499999999,""country"":""GB"",""latitude"":51.82571141798616}","{""body"":""Working at a new place tonight. EMI units, covering ground and top floors. A lively start to the shift, but a little more settled now.""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":2505,""verified"":false,""status_count"":165461}}","{""longitude"":-2.8549455000000004,""country"":""GB"",""latitude"":51.43697641004324}","{""body"":""@LoveJessFox 😂😂😂""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":641,""verified"":false,""status_count"":43190}}","{""longitude"":-0.619748,""country"":""GB"",""latitude"":51.70706023305607}","{""body"":""@erincadams that is annoying, I'm contracted to do 21 so I know I'll have to do at least that a week but it would be good to have more!""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":371,""verified"":false,""status_count"":3984}}","{""longitude"":-1.3964669999999997,""country"":""GB"",""latitude"":50.921354828148374}","{""body"":""@moniquedunne_ are u a veggie??""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":2310,""verified"":false,""status_count"":115549}}","{""longitude"":-0.8829510000000002,""country"":""GB"",""latitude"":52.23888471672323}","{""body"":""@LukeRainsford you ok homie?""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":563,""verified"":false,""status_count"":8910}}","{""longitude"":-3.2030084999999997,""country"":""GB"",""latitude"":55.943259273756}","{""body"":""Boring talking  no onee😴😴😴""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":476,""verified"":false,""status_count"":16427}}","{""longitude"":-1.7396194999999999,""country"":""GB"",""latitude"":55.13511300814875}","{""body"":""@bobcatroja Thanks, as always Glenda! Favs are great but it's RTs that really help!""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":462,""verified"":false,""status_count"":14826}}","{""longitude"":-0.12731805,""country"":""GB"",""latitude"":51.50711486}","{""body"":""Extrañando❤️🇬🇧🔙 @ London, United Kingdom https://t.co/E4j8cHAVyY""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":214,""verified"":false,""status_count"":683}}","{""longitude"":-1.3827710000000002,""country"":""GB"",""latitude"":53.79309949981019}","{""body"":""I love @LukeRussell97  he is my dream guy <3""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":139,""verified"":false,""status_count"":7919}}","{""longitude"":-0.10918150000000001,""country"":""GB"",""latitude"":51.546931093541325}","{""body"":""Quero tomar um açaí""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":215,""verified"":false,""status_count"":247}}","{""longitude"":-0.9820305,""country"":""GB"",""latitude"":51.45255330711058}","{""body"":""Hate it when people shit on stuff you do for no reason""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":315,""verified"":false,""status_count"":274}}","{""longitude"":-1.4496120000000003,""country"":""GB"",""latitude"":53.38322877572023}","{""body"":""Used @Submotion samples to make this music cause dem cats is cool and I like cats. \nExciting times @_foundrystudio 😳 https://t.co/RcQEllZpuG""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2505,""verified"":false,""status_count"":165460}}","{""longitude"":-3.9271189999999994,""country"":""GB"",""latitude"":51.02295143263842}","{""body"":""@LoveJessFox literally like https://t.co/MNkvvVzQ8j""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1268,""verified"":false,""status_count"":28103}}","{""longitude"":-1.5654900000000003,""country"":""GB"",""latitude"":53.802038177843606}","{""body"":""@tomhfh he's just an elitist snob. It would be wrong to equalise this with Remain""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":72,""verified"":false,""status_count"":7145}}","{""longitude"":-0.07060350000000003,""country"":""GB"",""latitude"":51.46469310439313}","{""body"":""Not drunk huh? https://t.co/FaB9QzU3cJ""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":195,""verified"":false,""status_count"":2744}}","{""longitude"":0.026298999999999996,""country"":""GB"",""latitude"":51.394368557245095}","{""body"":""@SoccerSix #SoccerSixNashGrier it would mean so muchhhhh u don't understand 🙏🏼🙏🏼🙋🏼🙋🏼🙋🏼🙋🏼🙋🏼🙋🏼""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":0,""verified"":false,""status_count"":1702462}}","{""longitude"":0.11757912,""country"":""GB"",""latitude"":52.2071306}","{""body"":""Cry by Sigma Featuring Take That is #nowplaying in Trinity College Bar.""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":2,""verified"":false,""status_count"":27066}}","{""longitude"":-1.26,""country"":""GB"",""latitude"":51.75}","{""body"":""temperature down 12°C -> 11°C\nwind 6kmh -> 7kmh""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":299,""verified"":false,""status_count"":35402}}","{""longitude"":-0.18763,""country"":""GB"",""latitude"":51.51308}","{""body"":"". @ Queensway, London https://t.co/VoSVodW6m9""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":243,""verified"":false,""status_count"":13893}}","{""longitude"":-1.216432,""country"":""GB"",""latitude"":54.678996915358894}","{""body"":""revenge is my favourite thing ever""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":526,""verified"":false,""status_count"":4141}}","{""longitude"":-0.07060350000000003,""country"":""GB"",""latitude"":51.46469310439313}","{""body"":""@TForTurnbull follow back pls so I can dm""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":36,""verified"":false,""status_count"":16774}}","{""longitude"":-0.17311500000000005,""country"":""GB"",""latitude"":51.5248433429905}","{""body"":""Wow they are visualising blood flow of a body ! Pretty https://t.co/FSTvyT21v2""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":521,""verified"":false,""status_count"":8211}}","{""longitude"":-1.7952475,""country"":""GB"",""latitude"":57.50503183042213}","{""body"":""@Ciocia @xXxOPEXOBxXx @Melon_Head21  This has all been great fun.\n\nBut I have to go to bed.""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":477,""verified"":false,""status_count"":169795}}","{""longitude"":-2.3495664999999994,""country"":""GB"",""latitude"":53.47534904324797}","{""body"":""I moved to Manchester three weeks ago. I'm gonna let you into a little secret though. I'm incredibly lonely 😂""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":283,""verified"":false,""status_count"":12943}}","{""longitude"":-2.2981339999999997,""country"":""GB"",""latitude"":52.916607589459744}","{""body"":""@fuckrunar @Optipal It's quality""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1587,""verified"":false,""status_count"":20317}}","{""longitude"":1.0901355000000001,""country"":""GB"",""latitude"":51.27676464045431}","{""body"":""💙💙💙 https://t.co/iY5EXKFe1o""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1045,""verified"":false,""status_count"":3050}}","{""longitude"":-5.950997500000001,""country"":""GB"",""latitude"":54.77444322702235}","{""body"":""Did anyone see Dallas ainsworths snapchat story saying 'so much'? Because I did and it's sounds like Michael😶 #SLFL #Michael""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":312,""verified"":false,""status_count"":1896}}","{""longitude"":-1.8073614999999998,""country"":""GB"",""latitude"":54.862659614489964}","{""body"":""Nothing on this earth should be caged for entertainment! #fuckzoos""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":219,""verified"":false,""status_count"":69}}","{""longitude"":-3.7925539999999986,""country"":""GB"",""latitude"":56.12043338460726}","{""body"":""#youniqie https://t.co/3hW1wCYu92""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":818,""verified"":false,""status_count"":27892}}","{""longitude"":-0.11540599999999997,""country"":""GB"",""latitude"":51.46034516709653}","{""body"":""Watch this video of Gorillas beating whilst you lock into my show thats live on @RadarRadioLDN RIGHT NOW! https://t.co/8iRhD5FUPi""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2457,""verified"":false,""status_count"":40802}}","{""longitude"":-2.6772815,""country"":""GB"",""latitude"":51.63335610131152}","{""body"":""out with friends  https://t.co/ug5KDINbRg""}","{""sentiment"":-1,""platform"":""twitter""}"
